source,target,edge_weight,first_month,latest_month
mass-conserving fuel transport,spatiotemporal neural models,1,2026-07,2026-07
mass-shell constraint,self-supervised encoder,1,2026-07,2026-07
mass-shell constraint,symmetric noise objective,1,2026-07,2026-07
matthews correlation coefficient (mcc,open-source detectors,1,2026-07,2026-07
matthews correlation coefficient (mcc,roc-auc,1,2026-07,2026-07
matthews correlation coefficient (mcc,vendorbench-100,1,2026-07,2026-07
matthews correlation coefficient (mcc,zero-shot vision-language models (llms,1,2026-07,2026-07
mean-field posterior,sequence length,1,2026-07,2026-07
masked language model,reinforcement learning,1,2026-07,2026-07
monocular depth estimation,object detection,1,2026-07,2026-07
monocular depth estimation,restoration quality,1,2026-07,2026-07
monocular depth estimation,synthetic fog generation,1,2026-07,2026-07
monocular depth estimation,tracking,1,2026-07,2026-07
monoid extension,square-free modular multiplication,1,2026-07,2026-07
monotonic improvement,on-policy distillation,1,2026-07,2026-07
monotonic improvement,trust region policy distillation,1,2026-07,2026-07
moral decisiveness,psychometric battery,1,2026-07,2026-07
motion latents,point cloud evolution,1,2026-07,2026-07
motion latents,spatial geometry,1,2026-07,2026-07
multi-agent architecture,narrative generation,1,2026-07,2026-07
multi-agent architecture,natural language specification,1,2026-07,2026-07
multi-agent architecture,self-evolution module,1,2026-07,2026-07
misalignment,tool resampling,1,2026-07,2026-07
multi-agent coordination,planning,1,2026-07,2026-07
multi-agent coordination,safety,1,2026-07,2026-07
multi-agent coordination,tool use,1,2026-07,2026-07
multi-agent llm safety,operational reframing,1,2026-07,2026-07
multi-agent llm safety,planner behavior,1,2026-07,2026-07
multi-agent mathematical reasoning,natural language prover,1,2026-07,2026-07
multi-agent mathematical reasoning,open problems,1,2026-07,2026-07
multi-agent pipeline,multimodal,1,2026-07,2026-07
multi-agent pipeline,open-source llms,1,2026-07,2026-07
multi-agent pipeline,social media,1,2026-07,2026-07
multi-agent pipeline,video2reaction,1,2026-07,2026-07
multi-bit watermarking,selective disclosure,1,2026-07,2026-07
multi-bit watermarking,watermarking,1,2026-07,2026-07
multi-buyer markets,price anchoring,1,2026-07,2026-07
multi-agent architecture,spatiotemporal analysis,1,2026-07,2026-07
mixed-mode rollout,thinking residual,1,2026-07,2026-07
mixture of beta distribution,span-level uncertainty estimation,1,2026-07,2026-07
mixture-of-models,post-training acceleration,1,2026-07,2026-07
mixture-of-models,video diffusion models,1,2026-07,2026-07
ml-based model selection,resource-constrained embedded device,1,2026-07,2026-07
ml-based model selection,small language model,1,2026-07,2026-07
mmd,scl,1,2026-07,2026-07
mmd,sentiment analysis,1,2026-07,2026-07
mmlu,qwen,1,2026-07,2026-07
mmlu,rank-1 orthogonal projections,1,2026-07,2026-07
mmlu,softmax,1,2026-07,2026-07
mobile llm inference,offloading and quantization strategies,1,2026-07,2026-07
mobile llm inference,powerbench,1,2026-07,2026-07
moe llm,transformer decoder,1,2026-07,2026-07
modality interference,semantic alignment channel,1,2026-07,2026-07
modality interference,speech intelligence,1,2026-07,2026-07
model failure modes,realistic coding contexts,1,2026-07,2026-07
model failure modes,trajectory-aware benchmarks,1,2026-07,2026-07
model-relative text compression,prompt complexity,1,2026-07,2026-07
model-relative text compression,prompt optimization,1,2026-07,2026-07
model-relative text compression,shortest generating prompt,1,2026-07,2026-07
modular instruction memory,sub-goal embeddings,1,2026-07,2026-07
modular instruction memory,sub-instructions,1,2026-07,2026-07
moe,routing,1,2026-07,2026-07
moe,spatial vision perception,1,2026-07,2026-07
moe llm,multimodal generation,1,2026-07,2026-07
moe llm,speech recognition,1,2026-07,2026-07
moe llm,supervised training,1,2026-07,2026-07
mobilenetv2,yolov5,1,2026-07,2026-07
local large language model,quantitative data extraction,1,2026-07,2026-07
local large language model,star rating,1,2026-07,2026-07
local preservation,multimodal entropy structure,1,2026-07,2026-07
local preservation,renyi entropy,1,2026-07,2026-07
local preservation,shannon entropy,1,2026-07,2026-07
local preservation,supervised fine-tuning,1,2026-07,2026-07
localization,refusal behavior,1,2026-07,2026-07
localization,vulnerability detection,1,2026-07,2026-07
localization signals,spatial understanding,1,2026-07,2026-07
localization signals,vision-language models,1,2026-07,2026-07
log-ratio,post-rl teacher,1,2026-07,2026-07
log-ratio,reinforcement learning,1,2026-07,2026-07
log-ratio,weak-to-strong generalization,1,2026-07,2026-07
mamba,proprioceptive vehicle localization,1,2026-07,2026-07
logical complexity,natural world,1,2026-07,2026-07
logical complexity,pattern matching,1,2026-07,2026-07
logical complexity,physical laws,1,2026-07,2026-07
logical complexity,pure reasoning,1,2026-07,2026-07
logical irrelevant factors,moral decisiveness,1,2026-07,2026-07
logical irrelevant factors,psychometric battery,1,2026-07,2026-07
logistic regression,mobilenetv2,1,2026-07,2026-07
logistic regression,yolov5,1,2026-07,2026-07
logistic regression probe,program evolution,1,2026-07,2026-07
logistic regression probe,residual streams,1,2026-07,2026-07
logistic regression probe,test suite,1,2026-07,2026-07
logit-based,power-calibrated,1,2026-07,2026-07
logit-based,semantic distortion,1,2026-07,2026-07
logit-based,watermarking,1,2026-07,2026-07
logic-based datasets,multi-agent systems,1,2026-07,2026-07
factorized draft models,top-k marginals,1,2026-07,2026-07
llama,qwen,1,2026-07,2026-07
llama,rank-1 orthogonal projections,1,2026-07,2026-07
llama,softmax,1,2026-07,2026-07
llama-300m,llama-600m,1,2026-07,2026-07
llama-300m,low-precision gradient communication,1,2026-07,2026-07
llama-600m,low-precision gradient communication,1,2026-07,2026-07
llm,program analysis,1,2026-07,2026-07
llm,smart home configuration,1,2026-07,2026-07
llm,table insight,1,2026-07,2026-07
llm,table qa,1,2026-07,2026-07
llm,typing,1,2026-07,2026-07
llm,verification,1,2026-07,2026-07
local hierarchical algebraic regions,square-free modular multiplication,1,2026-07,2026-07
llm-as-a-judge,multilingual,1,2026-07,2026-07
llm-as-a-judge,multimodal,1,2026-07,2026-07
llm-as-a-judge,source of authority,1,2026-07,2026-07
llm-as-a-judge,specification-derived authority,1,2026-07,2026-07
llm-as-a-judge,test oracles,1,2026-07,2026-07
llm-assisted code synthesis,tpc-h benchmark,1,2026-07,2026-07
llm-based semantic assessment,multilingual long-horizon llm agents,1,2026-07,2026-07
llm-based semantic assessment,polyworkbench,1,2026-07,2026-07
llm-based semantic assessment,structural grading,1,2026-07,2026-07
load-aware verification,semi-autoregressive architecture,1,2026-07,2026-07
load-aware verification,speculative decoding,1,2026-07,2026-07
load-aware verification,throughput,1,2026-07,2026-07
local heads,transformer attention heads,1,2026-07,2026-07
local hierarchical algebraic regions,monoid extension,1,2026-07,2026-07
llm-as-a-judge,multicultural,1,2026-07,2026-07
low-rank temporal adapters,text-to-video diffusion transformer,1,2026-07,2026-07
lyapunov function,quantisation,1,2026-07,2026-07
machine representation reconstruction,role-aware encoding,1,2026-07,2026-07
machine translation,multilingual transcripts,1,2026-07,2026-07
machine-checkable,physics requirements,1,2026-07,2026-07
machine-checkable,physics-audited agentic sciml,1,2026-07,2026-07
machine-checkable,surrogate models,1,2026-07,2026-07
machine-checkable,verification-first workflow,1,2026-07,2026-07
macro-f1,mentalroberta,1,2026-07,2026-07
macro-f1,multi-class formulation,1,2026-07,2026-07
macro-f1,multi-label formulation,1,2026-07,2026-07
macro-f1,perturbation discrimination score (pds,1,2026-07,2026-07
macro-f1,population profile,1,2026-07,2026-07
long-form qa benchmarks,nli,1,2026-07,2026-07
macro-f1,self-reported diagnosis,1,2026-07,2026-07
macro-f1,single-cell perturbation,1,2026-07,2026-07
macro-f1,transformer encoder,1,2026-07,2026-07
macro-f1,weak models,1,2026-07,2026-07
macro-f1,zero-shot nli,1,2026-07,2026-07
mahalanobis distance scores,minimum covariance determinant (mcd,1,2026-07,2026-07
majority voting,multi-channel spread-spectrum watermarking,1,2026-07,2026-07
majority voting,multi-llm arena,1,2026-07,2026-07
majority voting,reed-solomon code,1,2026-07,2026-07
majority voting,semantically equivalent code patterns,1,2026-07,2026-07
majority voting,syntactic attacks,1,2026-07,2026-07
majority voting,synthetic labeling,1,2026-07,2026-07
majority voting,variable naming conventions,1,2026-07,2026-07
mamba,normal-inverse-gamma distribution,1,2026-07,2026-07
macro-f1,redsm5,1,2026-07,2026-07
long-form qa benchmarks,pollution protocol,1,2026-07,2026-07
long-horizon,meta-learning,1,2026-07,2026-07
long-horizon,redundant meta-training compute,1,2026-07,2026-07
long-horizon reasoning,measurement validity,1,2026-07,2026-07
long-horizon reasoning,multi-agent coordination,1,2026-07,2026-07
long-horizon reasoning,planning,1,2026-07,2026-07
long-horizon reasoning,safety,1,2026-07,2026-07
long-horizon reasoning,tool use,1,2026-07,2026-07
long-term memory,memory poisoning,1,2026-07,2026-07
long-term memory,personal ai agents,1,2026-07,2026-07
long-term memory,security governance,1,2026-07,2026-07
lora,moe,1,2026-07,2026-07
lora,routing,1,2026-07,2026-07
lora,spatial vision perception,1,2026-07,2026-07
low-rank temporal adapters,shot-role prompt tokens,1,2026-07,2026-07
lora adapters,perceptual stages,1,2026-07,2026-07
lora adapters,pretrained audio teacher,1,2026-07,2026-07
lora adapters,semantic stages,1,2026-07,2026-07
lora fine-tune,natural-language i/o,1,2026-07,2026-07
low-capacity evaluation channel,rational inattention,1,2026-07,2026-07
low-latency path,multi-gpu,1,2026-07,2026-07
low-latency path,sharding,1,2026-07,2026-07
low-rank adaptation (lora,multimodal large language model (mllm,1,2026-07,2026-07
low-rank adaptation (lora,parameter-efficient fine-tuning (peft,1,2026-07,2026-07
low-rank adaptation (lora,short image histories,1,2026-07,2026-07
low-rank adaptation (lora,singular value decomposition (svd,1,2026-07,2026-07
low-rank adaptation (lora,spatial bases,1,2026-07,2026-07
low-rank temporal adapters,recursive prompt bank,1,2026-07,2026-07
low-rank temporal adapters,shot-local story-global tuning objective,1,2026-07,2026-07
lora adapters,marker-gated coordination pass,1,2026-07,2026-07
nucleus accumbens,reward valuation,1,2026-07,2026-07
nurc-sp dataset,prosodic segmentation,1,2026-07,2026-07
nurc-sp dataset,whisper,1,2026-07,2026-07
object detection,restoration quality,1,2026-07,2026-07
object detection,synthetic fog generation,1,2026-07,2026-07
object detection,tracking,1,2026-07,2026-07
observer option12,open-source smaller language models (os-sllms,1,2026-07,2026-07
observer option12,shared decision making (sdm,1,2026-07,2026-07
observer option12,temporal discourse reasoning,1,2026-07,2026-07
off-policy training,on-policy token,1,2026-07,2026-07
off-policy training,policy loss,1,2026-07,2026-07
off-policy training,rejection sampling,1,2026-07,2026-07
offline recurrent loop,path-dependent tension resolution,1,2026-07,2026-07
multi-buyer markets,reinforcement learning from verifiable rewards (rlvr,1,2026-07,2026-07
offline recurrent loop,structural tension,1,2026-07,2026-07
offline recurrent loop,topological continuity,1,2026-07,2026-07
offline reinforcement learning,task-rubric rewards,1,2026-07,2026-07
offloading and quantization strategies,powerbench,1,2026-07,2026-07
olfaction,scene descriptors,1,2026-07,2026-07
olfaction,smell encoder,1,2026-07,2026-07
olfaction,vision-language,1,2026-07,2026-07
on-policy,privileged information,1,2026-07,2026-07
on-policy,self-distillation,1,2026-07,2026-07
on-policy distillation,token-level signals,1,2026-07,2026-07
on-policy distillation,tool call,1,2026-07,2026-07
on-policy distillation,trust region policy distillation,1,2026-07,2026-07
on-policy token,policy loss,1,2026-07,2026-07
on-policy token,rejection sampling,1,2026-07,2026-07
offline recurrent loop,reversibility,1,2026-07,2026-07
natural world,physical laws,1,2026-07,2026-07
natural world,pure reasoning,1,2026-07,2026-07
natural-gradient update,self-distillation,1,2026-07,2026-07
natural-language datasets,plan-like internal representation,1,2026-07,2026-07
natural-language datasets,position estimation,1,2026-07,2026-07
natural-language justification,structured radio frequency interference,1,2026-07,2026-07
natural-language justification,vision-language model,1,2026-07,2026-07
natural-language justification,zero-shot,1,2026-07,2026-07
naturalistic online setting,sentiment and emotion classification,1,2026-07,2026-07
naturalistic online setting,temporal analysis,1,2026-07,2026-07
naturalistic online setting,transformer-based topic modeling,1,2026-07,2026-07
ndcg,sentence transformer,1,2026-07,2026-07
ndcg,zero-shot learning,1,2026-07,2026-07
novelty profile,visual token pruning,1,2026-07,2026-07
neural fictitious self-play,reward shaping,1,2026-07,2026-07
neural fictitious self-play,self-play,1,2026-07,2026-07
neural network modifications,source-guided candidate-generation,1,2026-07,2026-07
neural network modifications,transfer learning,1,2026-07,2026-07
neuron selectors,pruning,1,2026-07,2026-07
neuron selectors,refusal,1,2026-07,2026-07
neuron-level interventions,nonlinear effects,1,2026-07,2026-07
neuron-level interventions,task-relevant computations,1,2026-07,2026-07
nli,pollution protocol,1,2026-07,2026-07
nonlinear effects,task-relevant computations,1,2026-07,2026-07
normal-inverse-gamma distribution,proprioceptive vehicle localization,1,2026-07,2026-07
